Sentence #,Word,Tag
,in,O
,the,O
,Middle,B-B.GENE
,East,I-I.GENE
,.,O
Sentence: 1059,Mr.,B-B.GENE
,Abbas,I-I.GENE
,made,O
,his,O
,comment,O
,to,O
,reporters,O
,as,O
,he,O
,arrived,O
,in,O
,Washington,B-B.GENE
,late,O
,Tuesday,B-B.GENE
,for,O
,his,O
,meeting,O
,Thursday,B-B.GENE
,with,O
,President,B-B.GENE
,Bush,I-I.GENE
,.,O
Sentence: 1060,A,O
,White,B-B.GENE
,House,I-I.GENE
,spokesman,O
,said,O
,Wednesday,B-B.GENE
,that,O
,Mr.,B-B.GENE
,Bush,I-I.GENE
,believes,O
,the,O
,road,O
,map,O
,is,O
,the,O
,best,O
,plan,O
,for,O
,achieving,O
,his,O
,vision,O
,of,O
,two,O
,states,O
,",",O
,Israel,B-B.GENE
,and,O
,Palestine,B-B.GENE
,",",O
,living,O
,peacefully,O
,side,O
,by,O
,side,O
,.,O
Sentence: 1061,The,O
,2003,B-B.GENE
,plan,O
,calls,O
,for,O
,Palestinians,B-B.GENE
,to,O
,crack,O
,down,O
,on,O
,terror,O
,groups,O
,and,O
,build,O
,democratic,O
,institutions,O
,ahead,O
,of,O
,final,O
,status,O
,negotiations,O
,aimed,O
,at,O
,ending,O
,the,O
,Israeli-Palestinian,O
,conflict,O
,.,O
Sentence: 1062,Mr.,B-B.GENE
,Abbas,I-I.GENE
,said,O
,he,O
,will,O
,also,O
,ask,O
,for,O
,economic,O
,aid,O
,",",O
,and,O
,the,O
,two,O
,men,O
,are,O
,expected,O
,to,O
,discuss,O
,Israel,B-B.GENE
,'s,O
,plan,O
,to,O
,withdraw,O
,from,O
,the,O
,Gaza,B-B.GENE
,Strip,I-I.GENE
,.,O
Sentence: 1063,A,O
,published,O
,report,O
,in,O
,Spain,B-B.GENE
,says,O
,the,O
,armed,O
,Basque,B-B.GENE
,separatist,O
,group,O
,ETA,B-B.GENE
,has,O
,taken,O
,responsibility,O
,for,O
,five,O
,attacks,O
,in,O
,the,O
,northern,O
,part,O
,of,O
,the,O
,country,O
,in,O
,recent,B-B.GENE
,months,O
,.,O
Sentence: 1064,The,O
,Gara,O
,newspaper,O
,Tuesday,B-B.GENE
,published,O
,an,O
,ETA,B-B.GENE
,statement,O
,saying,O
,it,O
,carried,O
,out,O
,the,O
,five,O
,attacks,O
,in,O
,June,B-B.GENE
,and,I-I.GENE
,July,I-I.GENE
,.,O
Sentence: 1065,ETA,B-B.GENE
,says,O
,one,O
,target,O
,was,O
,La,B-B.GENE
,Peineta,I-I.GENE
,stadium,O
,",",O
,which,O
,was,O
,the,O
,centerpiece,O
,of,O
,Spain,B-B.GENE
,'s,O
,failed,O
,bid,O
,to,O
,host,O
,the,O
,2012,B-B.GENE
,Olympics,I-I.GENE
,.,O
Sentence: 1066,Spanish,B-B.GENE
,Prime,B-B.GENE
,Minister,I-I.GENE
,Jose,I-I.GENE
,Luis,I-I.GENE
,Rodriguez,I-I.GENE
,Zapatero,I-I.GENE
,has,O
,offered,O
,to,O
,hold,O
,peace,O
,talks,O
,with,O
,ETA,B-B.GENE
,if,O
,it,O
,renounces,O
,violence,O
,.,O
Sentence: 1067,ETA,B-B.GENE
,has,O
,been,O
,blamed,O
,for,O
,more,O
,than,O
,800,O
,deaths,O
,since,O
,the,O
,1960s,B-B.GENE
,",",O
,when,O
,it,O
,began,O
,its,O
,armed,O
,campaign,O
,for,O
,a,O
,separate,O
,Basque,B-B.GENE
,homeland,I-I.GENE
,in,O
,northern,O
,Spain,B-B.GENE
,.,O
Sentence: 1068,The,B-B.GENE
,Who,I-I.GENE
,cancelled,O
,a,O
,March,B-B.GENE
,13,I-I.GENE
,concert,O
,in,O
,Tampa,B-B.GENE
,",",O
,Florida,B-B.GENE
,",",O
,after,O
,lead,O
,singer,O
,Roger,B-B.GENE
,Daltrey,I-I.GENE
,fell,O
,ill,O
,.,O
Sentence: 1069,The,O
,63-year-old,O
,Daltrey,B-B.GENE
,walked,O
,offstage,O
,during,O
,the,O
,first,O
,song,O
,;,O
,guitarist,O
,Pete,B-B.GENE
,Townshend,I-I.GENE
,later,O
,told,O
,the,O
,crowd,O
,he,O
,was,O
,suffering,O
,from,O
,bronchitis,O
,and,O
,could,O
,barely,O
,speak,O
,.,O
Sentence: 1070,The,O
,crowd,O
,of,O
,"9,000",O
,then,O
,cheered,O
,when,O
,Townshend,B-B.GENE
,said,O
,the,O
,show,O
,had,O
,been,O
,rescheduled,O
,for,O
,March,B-B.GENE
,25,I-I.GENE
,.,O
Sentence: 1071,The,B-B.GENE
,Who,I-I.GENE
,is,O
,currently,O
,touring,O
,in,O
,support,O
,of,O
,Endless,B-B.GENE
,Wire,I-I.GENE
,",",O
,its,O
,first,O
,album,O
,since,B-B.GENE
,1982,I-I.GENE
,.,O
Sentence: 1072,The,O
,band,O
,next,O
,performs,O
,March,B-B.GENE
,17,I-I.GENE
,in,O
,Mexico,B-B.GENE
,City,I-I.GENE
,.,O
Sentence: 1073,The,O
,U.S.,B-B.GENE
,State,I-I.GENE
,Department,I-I.GENE
,says,O
,the,O
,already,O
,poor,O
,human,O
,rights,O
,situation,O
,in,O
,Nepal,B-B.GENE
,worsened,O
,in,O
,the,O
,past,B-B.GENE
,year,O
,",",O
,with,O
,security,O
,forces,O
,and,O
,insurgents,O
,alike,O
,committing,O
,serious,O
,human,O
,rights,O
,abuses,O
,.,O
Sentence: 1074,However,O
,",",O
,the,O
,report,O
,says,O
,the,O
,governments,O
,of,O
,India,B-B.GENE
,and,O
,Sri,B-B.GENE
,Lanka,B-B.GENE
,generally,O
,respected,O
,the,O
,rights,O
,of,O
,citizens,O
,",",O
,although,O
,serious,O
,problems,O
,remain,O
,.,O
Sentence: 1075,The,O
,State,B-B.GENE
,Department,I-I.GENE
,criticizes,O
,Sri,B-B.GENE
,Lanka,B-B.GENE
,'s,O
,government,O
,and,O
,the,O
,Tamil,B-B.GENE
,Tiger,I-I.GENE
,rebel,O
,group,O
,for,O
,violating,O
,a,O
,ceasefire,O
,accord,O
,in,O
,place,O
,since,B-B.GENE
,2002,I-I.GENE
,.,O
Sentence: 1076,It,O
,also,O
,says,O
,Indian,B-B.GENE
,officials,O
,have,O
,used,O
,anti-terrorism,O
,laws,O
,to,O
,justify,O
,the,O
,use,O
,of,O
,excessive,O
,force,O
,against,O
,insurgents,O
,in,O
,Jammu,B-B.GENE
,and,O
,Kashmir,B-B.GENE
,.,O
Sentence: 1077,The,O
,report,O
,describes,O
,the,O
,human,O
,rights,O
,situation,O
,as,O
,poor,O
,in,O
,Afghanistan,B-B.GENE
,",",O
,a,O
,country,O
,recovering,O
,from,O
,20,B-B.GENE
,years,O
,of,O
,war,O
,.,O
Sentence: 1078,It,O
,notes,O
,violence,O
,against,O
,women,O
,and,O
,minorities,O
,",",O
,as,O
,well,O
,as,O
,restrictions,O
,on,O
,personal,O
,freedoms,O
,.,O
Sentence: 1079,Similarly,O
,",",O
,the,O
,report,O
,says,O
,the,O
,human,O
,rights,O
,situations,O
,in,O
,Bangladesh,B-B.GENE
,and,O
,Pakistan,B-B.GENE
,remain,O
,poor,O
,",",O
,as,O
,extrajudicial,O
,killings,O
,and,O
,politically,O
,motivated,O
,violence,O
,continue,O
,.,O
Sentence: 1080,Palestinian,B-B.GENE
,leader,O
,Mahmoud,B-B.GENE
,Abbas,I-I.GENE
,says,O
,he,O
,may,O
,resign,O
,if,O
,a,O
,Hamas-led,O
,government,O
,prevents,O
,him,O
,from,O
,advancing,O
,the,O
,Mideast,O
,peace,O
,process,O
,.,O
Sentence: 1081,In,O
,a,O
,British,B-B.GENE
,(,O
,ITV,B-B.GENE
,),O
,television,O
,interview,O
,broadcast,O
,Sunday,B-B.GENE
,",",O
,Mr.,B-B.GENE
,Abbas,I-I.GENE
,said,O
,Hamas,B-B.GENE
,must,O
,abide,O
,by,O
,existing,O
,Palestinian,B-B.GENE
,Authority,O
,commitments,O
,recognizing,O
,Israel,B-B.GENE
,and,O
,denouncing,O
,the,O
,use,O
,of,O
,violence,O
,.,O
Sentence: 1082,He,O
,said,O
,that,O
,if,O
,he,O
,can,O
,not,O
,continue,O
,his,O
,policies,O
,regarding,O
,Israel,B-B.GENE
,",",O
,he,O
,will,O
,resign,O
,.,O
Sentence: 1083,Mr.,B-B.GENE
,Abbas,I-I.GENE
,was,O
,elected,O
,for,O
,a,O
,four-year,B-B.GENE
,term,O
,as,O
,president,O
,of,O
,the,O
,Palestinian,B-B.GENE
,Authority,O
,in,O
,January,B-B.GENE
,",",I-I.GENE
,2005,I-I.GENE
,.,O
Sentence: 1084,Hamas,B-B.GENE
,",",O
,considered,O
,a,O
,terrorist,O
,organization,O
,by,O
,the,O
,West,B-B.GENE
,",",O
,wrested,O
,control,O
,of,O
,the,O
,legislature,O
,from,O
,the,O
,ruling,O
,Fatah,B-B.GENE
,party,O
,in,O
,parliamentary,O
,elections,O
,last,O
,month,O
,.,O
Sentence: 1085,Hamas,B-B.GENE
,leader,O
,and,O
,Palestinian,B-B.GENE
,Prime,B-B.GENE
,Minister-designate,O
,Ismail,B-B.GENE
,Haniyeh,I-I.GENE
,said,O
,Sunday,B-B.GENE
,his,O
,militant,O
,group,O
,is,O
,ready,O
,to,O
,recognize,O
,Israel,B-B.GENE
,",",O
,if,O
,Israel,B-B.GENE
,gives,O
,the,O
,Palestinian,B-B.GENE
,people,O
,a,O
,state,O
,on,O
,lands,O
,occupied,O
,since,O
,the,O
,1967,B-B.GENE
,war,O
,.,O
Sentence: 1086,European,B-B.GENE
,Union,I-I.GENE
,Trade,I-I.GENE
,Commissioner,I-I.GENE
,Peter,I-I.GENE
,Mandelson,I-I.GENE
,has,O
,called,O
,on,O
,EU,B-B.GENE
,governments,O
,to,O
,release,O
,blocked,O
,Chinese,B-B.GENE
,textile,O
,shipments,O
,",",O
,saying,O
,a,O
,failure,O
,to,O
,do,O
,so,O
,could,O
,cause,O
,economic,O
,hardship,O
,in,O
,Europe,B-B.GENE
,.,O
Sentence: 1087,The,O
,announcement,O
,followed,O
,talks,O
,with,O
,Beijing,B-B.GENE
,aimed,O
,at,O
,revising,O
,a,O
,June,B-B.GENE
,textile,O
,quota,O
,agreement,O
,limiting,O
,shipments,O
,to,O
,Europe,B-B.GENE
,.,O
Sentence: 1088,Those,O
,quotas,O
,filled,O
,so,O
,quickly,O
,that,O
,millions,O
,of,O
,items,O
,of,O
,Chinese-made,O
,clothing,O
,were,O
,left,O
,stranded,O
,at,O
,customs,O
,checkpoints,O
,.,O
Sentence: 1089,Mr.,B-B.GENE
,Mandelson,I-I.GENE
,Tuesday,B-B.GENE
,said,O
,the,O
,economic,O
,consequences,O
,of,O
,not,O
,allowing,O
,the,O
,goods,O
,to,O
,enter,O
,Europe,B-B.GENE
,will,O
,be,O
,severe,O
,for,O
,small,O
,retailers,O
,.,O
Sentence: 1090,He,O
,said,O
,delaying,O
,the,O
,shipments,O
,could,O
,also,O
,cause,O
,higher,O
,prices,O
,and,O
,shortages,O
,in,O
,the,O
,next,O
,few,B-B.GENE
,months,O
,.,O
Sentence: 1091,EU,B-B.GENE
,textile,O
,producers,O
,say,O
,the,O
,imports,O
,are,O
,harming,O
,their,O
,business,O
,",",O
,but,O
,retailers,O
,say,O
,they,O
,have,O
,already,O
,paid,O
,for,O
,the,O
,Chinese,B-B.GENE
,clothing,O
,and,O
,want,O
,the,O
,items,O
,released,O
,.,O
Sentence: 1092,Iraqi,B-B.GENE
,officials,O
,say,O
,authorities,O
,have,O
,regained,O
,control,O
,of,O
,the,O
,southern,O
,city,O
,of,O
,Diwaniyah,B-B.GENE
,",",O
,after,O
,fierce,O
,clashes,O
,with,O
,Shi'ite,B-B.GENE
,militiamen,O
,that,O
,claimed,O
,more,O
,than,O
,70,O
,lives,O
,.,O
Sentence: 1093,The,O
,office,O
,of,O
,Prime,B-B.GENE
,Minister,O
,Nouri,B-B.GENE
,al-Maliki,I-I.GENE
,says,O
,23,O
,government,O
,soldiers,O
,and,O
,50,O
,gunmen,O
,were,O
,killed,O
,in,O
,the,O
,fighting,O
,Monday,B-B.GENE
,.,O
Sentence: 1094,Several,O
,civilians,O
,also,O
,were,O
,reported,O
,to,O
,have,O
,died,O
,.,O
Sentence: 1095,The,O
,fighting,O
,ended,O
,after,O
,a,O
,deal,O
,was,O
,reached,O
,between,O
,officials,O
,and,O
,Shi'ite,B-B.GENE
,militiamen,O
,loyal,O
,to,O
,radical,O
,Shi'ite,B-B.GENE
,cleric,O
,Moqtada,B-B.GENE
,al-Sadr,I-I.GENE
,.,O
Sentence: 1096,Meanwhile,O
,",",O
,some,O
,30,O
,Iraqis,B-B.GENE
,were,O
,killed,O
,and,O
,a,O
,number,O
,of,O
,others,O
,wounded,O
,in,O
,a,O
,fuel,O
,pipeline,O
,explosion,O
,near,O
,Diwaniyah,B-B.GENE
,.,O
Sentence: 1097,The,O
,victims,O
,may,O
,have,O
,been,O
,trying,O
,to,O
,syphon,O
,fuel,O
,at,O
,the,O
,time,O
,of,O
,the,O
,blast,O
,.,O
Sentence: 1098,In,O
,Baghdad,B-B.GENE
,",",O
,police,O
,say,O
,they,O
,found,O
,the,O
,bodies,O
,of,O
,at,O
,least,O
,20,O
,people,O
,who,O
,had,O
,been,O
,shot,O
,and,O
,dumped,O
,in,O
,the,O
,capital,O
,.,O
Sentence: 1099,The,O
,U.S.,B-B.GENE
,military,O
,has,O
,reported,O
,the,O
,deaths,O
,of,O
,10,O
,American,B-B.GENE
,soldiers,O
,in,O
,hostile,O
,action,O
,in,O
,Iraq,B-B.GENE
,since,B-B.GENE
,Sunday,I-I.GENE
,.,O
Sentence: 1100,Sri,B-B.GENE
,Lankan,I-I.GENE
,military,O
,officials,O
,say,O
,at,O
,least,O
,18,O
,Tamil,B-B.GENE
,rebels,O
,and,O
,two,O
,government,O
,soldiers,O
,have,O
,died,O
,in,O
,separate,O
,clashes,O
,.,O
Sentence: 1101,Officials,O
,said,O
,Sunday,B-B.GENE
,that,O
,the,O
,navy,B-B.GENE
,attacked,O
,a,O
,rebel,O
,camp,O
,on,O
,Iranativu,B-B.GENE
,island,O
,off,O
,the,O
,northern,O
,coast,O
,Saturday,B-B.GENE
,",",O
,destroying,O
,a,O
,rebel,O
,boat,O
,and,O
,killing,O
,four,O
,Tamil,B-B.GENE
,fighters,O
,.,O
Sentence: 1102,The,O
,military,O
,says,O
,the,O
,other,O
,14,O
,rebels,O
,died,O
,in,O
,fighting,O
,across,O
,several,O
,northern,O
,districts,O
,Saturday,B-B.GENE
,.,O
Sentence: 1103,The,O
,military,O
,reports,O
,rebel,O
,casualties,O
,almost,O
,daily,O
,",",O
,and,O
,both,O
,sides,O
,are,O
,known,O
,to,O
,exaggerate,O
,the,O
,number,O
,of,O
,people,O
,killed,O
,.,O
Sentence: 1104,The,O
,latest,O
,fighting,O
,raged,O
,despite,O
,a,O
,cease-fire,O
,offered,O
,by,O
,the,O
,rebels,O
,to,O
,take,O
,place,O
,during,O
,a,O
,regional,O
,summit,O
,in,O
,the,O
,capital,O
,",",O
,Colombo,B-B.GENE
,.,O
Sentence: 1105,The,O
,rebels,O
,have,O
,been,O
,fighting,O
,for,O
,an,O
,independent,O
,homeland,O
,for,O
,ethnic,O
,Tamils,B-B.GENE
,in,O
,Sri,B-B.GENE
,Lanka,B-B.GENE
,'s,O
,north,O
,and,O
,east,O
,since,B-B.GENE
,1983,I-I.GENE
,.,O
Sentence: 1106,They,O
,complain,O
,of,O
,discrimination,O
,by,O
,the,O
,ethnic,O
,Sinhalese,O
,majority,O
,.,O
Sentence: 1107,President,B-B.GENE
,Bush,I-I.GENE
,has,O
,signed,O
,legislation,O
,reaffirming,O
,U.S.,B-B.GENE
,support,O
,for,O
,the,O
,continued,O
,expansion,O
,of,O
,NATO,B-B.GENE
,.,O
Sentence: 1108,The,O
,measure,O
,designates,O
,Albania,B-B.GENE
,",",O
,Croatia,B-B.GENE
,",",O
,Georgia,B-B.GENE
,",",O
,Macedonia,B-B.GENE
,and,O
,Ukraine,B-B.GENE
,as,O
,eligible,O
,to,O
,receive,O
,financial,O
,assistance,O
,as,O
,they,O
,pursue,O
,NATO,B-B.GENE
,membership,O
,.,O
Sentence: 1109,It,O
,also,O
,specifies,O
,that,O
,funds,O
,for,O
,military,O
,assistance,O
,for,O
,these,O
,countries,O
,should,O
,be,O
,included,O
,in,O
,next,O
,year,O
,'s,O
,budget,O
,.,O
Sentence: 1110,But,O
,the,O
,White,B-B.GENE
,House,I-I.GENE
,announcement,O
,did,O
,not,O
,specify,O
,a,O
,figure,O
,.,O
Sentence: 1111,Al-Qaida,B-B.GENE
,'s,O
,deputy,O
,leader,O
,",",O
,Ayman,B-B.GENE
,al-Zawahiri,I-I.GENE
,",",O
,has,O
,warned,O
,that,O
,the,O
,Persian,B-B.GENE
,Gulf,I-I.GENE
,region,O
,and,O
,Israel,B-B.GENE
,will,O
,be,O
,the,O
,terrorist,O
,group,O
,'s,O
,next,O
,targets,O
,.,O
Sentence: 1112,The,O
,Egyptian-born,O
,Zawahiri,B-B.GENE
,issued,O
,the,O
,threat,O
,in,O
,a,O
,videotaped,O
,message,O
,that,O
,was,O
,broadcast,O
,Monday,B-B.GENE
,-,I-I.GENE
,the,O
,fifth,B-B.GENE
,anniversary,I-I.GENE
,of,I-I.GENE
,the,O
,September,B-B.GENE
,11,I-I.GENE
,attacks,O
,on,O
,the,O
,United,B-B.GENE
,States,I-I.GENE
,.,O
Sentence: 1113,Zawahiri,B-B.GENE
,warned,O
,of,O
,"""",O
,new,O
,events,O
,"""",O
,and,O
,suggested,O
,that,O
,militants,O
,should,O
,target,O
,Western,O
,economic,O
,interests,O
,.,O
Sentence: 1114,The,O
,deputy-leader,O
,also,O
,accused,O
,Western,O
,powers,O
,of,O
,stealing,O
,"""",O
,Muslim,O
,"""",O
,oil,O
,.,O
Sentence: 1115,Zawahiri,B-B.GENE
,stressed,O
,that,O
,Western,O
,leaders,O
,should,O
,be,O
,more,O
,concerned,O
,about,O
,attacks,O
,in,O
,the,O
,Gulf,B-B.GENE
,or,O
,Israel,B-B.GENE
,than,O
,violence,O
,in,O
,Iraq,B-B.GENE
,or,O
,Afghanistan,B-B.GENE
,.,O
Sentence: 1116,He,O
,also,O
,made,O
,the,O
,first,O
,indirect,O
,threat,O
,against,O
,United,B-B.GENE
,Nations,I-I.GENE
,peacekeepers,O
,bound,O
,for,O
,Lebanon,B-B.GENE
,.,O
Sentence: 1117,Zawahiri,O
,said,O
,the,O
,force,O
,is,O
,"""",O
,hostile,O
,to,O
,Islam,B-B.GENE
,.,O
,"""",O
Sentence: 1118,The,O
,message,O
,was,O
,not,O
,dated,O
,",",O
,but,O
,Zawahiri,O
,referred,O
,to,O
,the,O
,war,O
,between,O
,Israel,B-B.GENE
,and,O
,Hezbollah,B-B.GENE
,guerrillas,O
,.,O
Sentence: 1119,An,O
,animal,O
,rights,O
,group,O
,says,O
,more,O
,than,O
,40,O
,dolphins,O
,are,O
,being,O
,held,O
,under,O
,what,O
,it,O
,calls,O
,"""",O
,appalling,O
,"""",O
,conditions,O
,in,O
,the,O
,Solomon,B-B.GENE
,Islands,I-I.GENE
,.,O
Sentence: 1120,The,O
,World,O
,Society,O
,for,O
,the,O
,Protection,B-B.GENE
,of,I-I.GENE
,Animals,I-I.GENE
,says,O
,the,O
,dolphins,O
,are,O
,being,O
,kept,O
,in,O
,cages,O
,in,O
,overcrowded,O
,",",O
,shallow,O
,and,O
,polluted,O
,pens,O
,off,O
,the,O
,island,O
,of,O
,Gavutu,B-B.GENE
,in,O
,the,O
,Pacific,B-B.GENE
,island,O
,nation,O
,.,O
Sentence: 1121,The,O
,group,O
,says,O
,the,O
,dolphins,O
,suffer,O
,from,O
,cuts,O
,",",O
,scratches,O
,and,O
,sunburn,O
,",",O
,and,O
,appear,O
,to,O
,be,O
,undernourished,O
,and,O
,stressed,O
,.,O
Sentence: 1122,The,O
,group,O
,urged,O
,the,O
,Solomon,B-B.GENE
,Islands,I-I.GENE
,to,O
,rehabilitate,O
,and,O
,release,O
,the,O
,dolphins,O
,into,O
,the,O
,wild,O
,.,O
Sentence: 1123,Last,O
,year,O
,",",O
,28,O
,dolphins,O
,were,O
,transported,O
,by,O
,plane,O
,from,O
,the,O
,Solomon,B-B.GENE
,Islands,I-I.GENE
,to,O
,Mexico,B-B.GENE
,",",O
,sparking,O
,international,O
,criticism,O
,.,O
Sentence: 1124,A,O
,reporters,O
,',O
,advocacy,O
,group,O
,has,O
,condemned,O
,the,O
,shutdown,O
,of,O
,a,O
,Somali,B-B.GENE
,radio,O
,station,O
,and,O
,the,O
,detention,O
,of,O
,two,O
,of,O
,its,O
,reporters,O
,.,O
Sentence: 1125,The,O
,New,B-B.GENE
,York-based,I-I.GENE
,Committee,I-I.GENE
,to,O
,Protect,B-B.GENE
,Journalists,I-I.GENE
,says,O
,it,O
,is,O
,alarmed,O
,by,O
,the,O
,closure,O
,of,O
,Radio,B-B.GENE
,Shabelle,I-I.GENE
,in,O
,the,O
,city,O
,of,O
,Baidoa,B-B.GENE
,on,O
,Sunday,B-B.GENE
,.,O
Sentence: 1126,Somalia,B-B.GENE
,'s,O
,transitional,O
,government,O
,shut,O
,down,O
,the,O
,station,O
,after,O
,it,O
,broadcast,O
,a,O
,report,O
,saying,O
,300,O
,Ethiopian,B-B.GENE
,soldiers,O
,had,O
,crossed,O
,into,O
,Somalia,B-B.GENE
,.,O
Sentence: 1127,Ethiopia,B-B.GENE
,has,O
,denied,O
,the,O
,report,O
,.,O
Sentence: 1128,The,O
,advocacy,O
,group,O
,quotes,O
,Radio,B-B.GENE
,Shabelle,I-I.GENE
,'s,O
,deputy,O
,director,O
,Mohamed,B-B.GENE
,Amiin,I-I.GENE
,as,O
,saying,O
,militiamen,O
,entered,O
,its,O
,premises,O
,and,O
,detained,O
,the,O
,two,O
,journalists,O
,",",O
,Mohamed,B-B.GENE
,Adawe,I-I.GENE
,and,O
,Ali,B-B.GENE
,Mohamed,I-I.GENE
,Saed,I-I.GENE
,",",O
,for,O
,about,B-B.GENE
,eight,I-I.GENE
,hours,O
,.,O
Sentence: 1129,It,O
,says,O
,the,O
,government,O
,gave,O
,no,O
,explanation,O
,for,O
,its,O
,action,O
,.,O
Sentence: 1130,The,O
,station,O
,remained,O
,off,O
,the,O
,air,O
,on,O
,Monday,B-B.GENE
,.,O
Sentence: 1131,Deputy,O
,Director,O
,Amiin,B-B.GENE
,says,O
,the,O
,station,O
,stands,O
,by,O
,its,O
,report,O
,that,O
,Ethiopian,B-B.GENE
,troops,O
,took,O
,up,O
,positions,O
,at,O
,Baidoa,B-B.GENE
,'s,O
,airport,O
,on,O
,Saturday,B-B.GENE
,.,O
Sentence: 1132,The,O
,U.S.,B-B.GENE
,military,O
,says,O
,the,O
,trials,O
,of,O
,three,O
,Army,B-B.GENE
,reservists,O
,charged,O
,with,O
,abusing,O
,detainees,O
,at,O
,the,O
,Abu,B-B.GENE
,Ghraib,I-I.GENE
,prison,O
,will,O
,be,O
,moved,O
,to,O
,the,O
,United,B-B.GENE
,States,I-I.GENE
,.,O
Sentence: 1133,In,O
,a,O
,statement,O
,released,O
,late,O
,Wednesday,B-B.GENE
,",",O
,officials,O
,say,O
,the,O
,courts,O
,martial,O
,of,O
,Specialist,B-B.GENE
,Charles,I-I.GENE
,Graner,I-I.GENE
,",",O
,Sergeant,B-B.GENE
,Javal,I-I.GENE
,Davis,I-I.GENE
,",",O
,and,O
,Specialist,B-B.GENE
,Sabrina,I-I.GENE
,Harman,I-I.GENE
,would,O
,be,O
,held,O
,early,O
,next,O
,year,O
,in,O
,Fort,B-B.GENE
,Hood,I-I.GENE
,",",O
,Texas,B-B.GENE
,instead,O
,of,O
,Baghdad,B-B.GENE
,.,O
Sentence: 1134,No,O
,reason,O
,for,O
,the,O
,change,O
,of,O
,venue,O
,was,O
,given,O
,.,O
Sentence: 1135,Three,O
,other,O
,U.S.,B-B.GENE
,troops,O
,have,O
,pleaded,O
,guilty,O
,in,O
,connection,O
,with,O
,prisoner,O
,abuse,O
,at,O
,the,O
,Baghdad,B-B.GENE
,prison,O
,.,O
Sentence: 1136,Most,O
,of,O
,those,O
,charged,O
,were,O
,part,O
,of,O
,a,O
,military,O
,police,O
,company,O
,based,O
,in,O
,the,O
,U.S.,B-B.GENE
,state,O
,of,O
,Maryland,B-B.GENE
,.,O
Sentence: 1137,The,O
,prisoner,O
,abuse,O
,scandal,O
,erupted,O
,in,O
,April,B-B.GENE
,when,O
,photographs,O
,of,O
,U.S.,B-B.GENE
,soldiers,O
,taunting,O
,and,O
,humiliating,O
,naked,O
,Iraqi,B-B.GENE
,prisoners,O
,became,O
,public,O
,",",O
,sparking,O
,worldwide,O
,condemnation,O
,.,O
Sentence: 1138,A,O
,Mexican,B-B.GENE
,diplomat,O
,says,O
,he,O
,has,O
,met,O
,with,O
,the,O
,leader,O
,of,O
,Colombia,B-B.GENE
,'s,O
,second,O
,largest,O
,rebel,O
,group,O
,in,O
,an,O
,effort,O
,to,O
,broker,O
,a,O
,peace,O
,deal,O
,between,O
,the,O
,group,O
,and,O
,the,O
,Colombian,B-B.GENE
,government,O
,.,O
Sentence: 1139,Mexico,B-B.GENE
,'s,O
,Andres,B-B.GENE
,Valencia,I-I.GENE
,told,O
,reporters,O
,late,O
,Tuesday,B-B.GENE
,his,O
,talks,O
,with,O
,National,B-B.GENE
,Liberation,I-I.GENE
,Army,I-I.GENE
,(,O
,ELN,B-B.GENE
,),O
,leader,O
,Francisco,B-B.GENE
,Galan,I-I.GENE
,focused,O
,on,O
,ways,O
,to,O
,reduce,O
,differences,O
,between,O
,the,O
,rebels,O
,and,O
,the,O
,government,O
,in,O
,order,O
,to,O
,set,O
,up,O
,a,O
,possible,O
,meeting,O
,between,O
,the,O
,two,O
,sides,O
,in,O
,Mexico,B-B.GENE
,.,O
Sentence: 1140,The,O
,Colombian,B-B.GENE
,government,O
,is,O
,demanding,O
,the,O
,group,O
,disarm,O
,and,O
,cease,O
,its,O
,practice,O
,of,O
,kidnapping,O
,citizens,O
,.,O
Sentence: 1141,While,O
,other,O
,paramilitary,O
,groups,O
,in,O
,the,O
,nation,O
,have,O
,grown,O
,rich,O
,from,O
,the,O
,drug,O
,trade,O
,",",O
,the,O
,ELN,B-B.GENE
,funds,O
,itself,O
,through,O
,kidnapping,O
,.,O
Sentence: 1142,A,O
,top,O
,U.S.,B-B.GENE
,official,O
,says,O
,the,O
,importance,O
,of,O
,opium,O
,cultivation,O
,to,O
,Afghanistan,B-B.GENE
,'s,O
,economy,O
,is,O
,declining,O
,.,O
Sentence: 1143,Richard,B-B.GENE
,Boucher,I-I.GENE
,",",O
,the,O
,U.S.,B-B.GENE
,assistant,O
,secretary,O
,of,O
,state,O
,for,O
,south,O
,and,O
,central,O
,Asian,O
,affairs,O
,",",O
,says,O
,about,O
,one,O
,third,O
,of,O
,the,O
,Afghan,B-B.GENE
,economy,O
,was,O
,based,O
,on,O
,opium,O
,last,O
,year,O
,.,O
Sentence: 1144,But,O
,he,O
,added,O
,that,O
,its,O
,production,O
,was,O
,diminishing,O
,due,O
,to,O
,the,O
,growth,O
,of,O
,the,O
,regular,O
,economy,O
,",",O
,including,O
,the,O
,cultivation,O
,of,O
,other,O
,crops,O
,.,O
Sentence: 1145,He,O
,said,O
,more,O
,needed,O
,to,O
,be,O
,done,O
,to,O
,develop,O
,economic,O
,alternatives,O
,to,O
,opium,O
,production,O
,in,O
,Afghanistan,B-B.GENE
,.,O
Sentence: 1146,The,O
,country,O
,is,O
,the,O
,world,O
,'s,O
,number,O
,one,O
,producer,O
,of,O
,opium,O
,",",O
,a,O
,key,O
,ingredient,O
,in,O
,heroin,O
,.,O
